TransactionId,UserId,VisitYear,VisitMonth,VisitMode,AttractionId,Rating,ContinentId,RegionId,CountryId_x,CityId,CityName,Country,Region,Continent,AttractionCityId,AttractionTypeId,Attraction,AttractionAddress,AttractionType,AttractionCityName,CountryId_y,UserAvgRating,UserVisitCount,AttractionAvgRating,AttractionPopularity
10114,754,2021,6,Family,91,4,4,7,16,42,Kenya City 3,Kenya,East Africa,Africa,28,8,Wildlife #91,USA-East City 1 Main Road,Wildlife,USA-East City 1,12,3.2857142857142856,14,3.9510489510489513,143
10115,391,2024,8,Solo,96,3,4,8,18,46,Nigeria City 1,Nigeria,West Africa,Africa,15,5,Religious Site #96,Indonesia City 3 Main Road,Religious Site,Indonesia City 3,6,3.6666666666666665,21,3.3969465648854964,131
10116,1080,2019,1,Couples,86,4,2,3,8,18,Germany City 1,Germany,Western Europe,Europe,28,2,Museum #86,USA-East City 1 Main Road,Museum,USA-East City 1,12,4.0,7,3.3863636363636362,132
10117,873,2024,8,Family,86,4,3,6,15,38,Canada-West City 2,Canada-West,North America West,North America,28,2,Museum #86,USA-East City 1 Main Road,Museum,USA-East City 1,12,3.4545454545454546,11,3.3863636363636362,132
10118,811,2022,10,Friends,118,4,4,8,18,46,Nigeria City 1,Nigeria,West Africa,Africa,58,7,Shopping #118,Samoa City 1 Main Road,Shopping,Samoa City 1,23,3.5714285714285716,7,3.1879194630872485,149
10119,890,2023,6,Family,36,3,3,5,12,28,USA-East City 1,USA-East,North America East,North America,44,3,Historical Site #36,Tanzania City 2 Main Road,Historical Site,Tanzania City 2,17,3.6,10,3.625,128
10120,1829,2020,8,Family,48,4,2,3,8,20,Germany City 3,Germany,Western Europe,Europe,47,2,Museum #48,Nigeria City 2 Main Road,Museum,Nigeria City 2,18,3.6153846153846154,13,3.481203007518797,133
10121,432,2019,4,Friends,78,3,3,5,13,33,Canada-East City 3,Canada-East,North America East,North America,50,2,Museum #78,Ghana City 3 Main Road,Museum,Ghana City 3,19,3.111111111111111,9,3.46218487394958,119
10122,552,2020,12,Couples,97,3,4,7,16,42,Kenya City 3,Kenya,East Africa,Africa,7,5,Religious Site #97,Nepal City 2 Main Road,Religious Site,Nepal City 2,3,3.4166666666666665,12,3.449367088607595,158
10123,1131,2021,3,Friends,78,3,1,2,6,15,Indonesia City 3,Indonesia,Southeast Asia,Asia,50,2,Museum #78,Ghana City 3 Main Road,Museum,Ghana City 3,19,3.7333333333333334,15,3.46218487394958,119
10124,94,2021,2,Solo,30,3,5,10,23,58,Samoa City 1,Samoa,Pacific Islands,Oceania,22,4,Park #30,Spain City 2 Main Road,Park,Spain City 2,9,4.0,9,3.568345323741007,139
10125,292,2020,12,Business,124,3,4,7,16,41,Kenya City 2,Kenya,East Africa,Africa,3,7,Shopping #124,Sri Lanka City 1 Main Road,Shopping,Sri Lanka City 1,2,3.7,10,3.1968503937007875,127
10126,1133,2019,7,Business,82,4,1,1,2,4,Sri Lanka City 2,Sri Lanka,South Asia,Asia,48,6,Adventure #82,Ghana City 1 Main Road,Adventure,Ghana City 1,19,3.8,10,3.7111111111111112,135
10127,1020,2023,5,Business,66,3,1,1,3,8,Nepal City 3,Nepal,South Asia,Asia,46,3,Historical Site #66,Nigeria City 1 Main Road,Historical Site,Nigeria City 1,18,3.5714285714285716,7,3.664,125
10129,227,2019,4,Couples,66,5,4,7,16,41,Kenya City 2,Kenya,East Africa,Africa,46,3,Historical Site #66,Nigeria City 1 Main Road,Historical Site,Nigeria City 1,18,4.0,10,3.664,125
10130,1708,2023,4,Family,25,5,3,5,13,33,Canada-East City 3,Canada-East,North America East,North America,53,1,Beach #25,New Zealand City 1 Main Road,Beach,New Zealand City 1,21,3.625,8,3.958904109589041,146
10131,972,2024,1,Friends,148,3,5,10,22,57,Fiji City 2,Fiji,Pacific Islands,Oceania,7,3,Historical Site #148,Nepal City 2 Main Road,Historical Site,Nepal City 2,3,3.375,8,3.7338709677419355,124
10132,311,2024,7,Family,58,4,2,4,10,23,Poland City 1,Poland,Eastern Europe,Europe,56,4,Park #58,Fiji City 1 Main Road,Park,Fiji City 1,22,3.727272727272727,11,3.623931623931624,117
10133,624,2020,10,Family,135,3,5,10,23,58,Samoa City 1,Samoa,Pacific Islands,Oceania,33,5,Religious Site #135,Canada-East City 3 Main Road,Religious Site,Canada-East City 3,13,3.3333333333333335,6,3.449275362318841,138
10134,455,2021,12,Friends,78,3,1,1,3,7,Nepal City 2,Nepal,South Asia,Asia,50,2,Museum #78,Ghana City 3 Main Road,Museum,Ghana City 3,19,3.4,5,3.46218487394958,119
10136,939,2019,1,Friends,57,5,5,9,21,55,New Zealand City 3,New Zealand,Australasia,Oceania,40,2,Museum #57,Kenya City 1 Main Road,Museum,Kenya City 1,16,3.75,12,3.424778761061947,113
10137,868,2024,3,Family,137,4,2,4,11,25,Romania City 1,Romania,Eastern Europe,Europe,47,1,Beach #137,Nigeria City 2 Main Road,Beach,Nigeria City 2,18,3.6666666666666665,12,4.0423728813559325,118
10138,923,2024,4,Family,142,4,5,10,23,59,Samoa City 2,Samoa,Pacific Islands,Oceania,25,2,Museum #142,Romania City 1 Main Road,Museum,Romania City 1,11,4.0,7,3.5365853658536586,123
10139,1816,2020,11,Couples,21,5,3,5,13,32,Canada-East City 2,Canada-East,North America East,North America,21,3,Historical Site #21,Spain City 1 Main Road,Historical Site,Spain City 1,9,3.6,10,3.6692913385826773,127
10140,1919,2021,7,Friends,149,4,4,7,16,40,Kenya City 1,Kenya,East Africa,Africa,6,1,Beach #149,Nepal City 1 Main Road,Beach,Nepal City 1,3,3.8181818181818183,11,3.9859154929577465,142
10141,980,2019,12,Family,129,4,4,7,16,42,Kenya City 3,Kenya,East Africa,Africa,17,7,Shopping #129,France City 2 Main Road,Shopping,France City 2,7,3.4615384615384617,13,3.201388888888889,144
10142,1927,2023,11,Friends,98,3,2,4,11,25,Romania City 1,Romania,Eastern Europe,Europe,26,3,Historical Site #98,Romania City 2 Main Road,Historical Site,Romania City 2,11,3.25,8,3.7152777777777777,144
10144,1640,2020,4,Friends,88,4,1,2,4,9,Thailand City 1,Thailand,Southeast Asia,Asia,17,7,Shopping #88,France City 2 Main Road,Shopping,France City 2,7,3.7222222222222223,18,3.2892561983471076,121
10145,452,2024,7,Couples,64,4,4,8,19,50,Ghana City 3,Ghana,West Africa,Africa,6,6,Adventure #64,Nepal City 1 Main Road,Adventure,Nepal City 1,3,3.8461538461538463,13,3.8636363636363638,110
10146,877,2019,1,Friends,19,4,3,6,15,37,Canada-West City 1,Canada-West,North America West,North America,45,6,Adventure #19,Tanzania City 3 Main Road,Adventure,Tanzania City 3,17,3.6666666666666665,12,3.813008130081301,123
10147,705,2020,5,Couples,148,3,2,3,7,17,France City 2,France,Western Europe,Europe,7,3,Historical Site #148,Nepal City 2 Main Road,Historical Site,Nepal City 2,3,3.8125,16,3.7338709677419355,124
10148,193,2023,4,Business,91,4,1,1,3,7,Nepal City 2,Nepal,South Asia,Asia,28,8,Wildlife #91,USA-East City 1 Main Road,Wildlife,USA-East City 1,12,3.6,5,3.9510489510489513,143
10149,151,2021,2,Family,15,4,3,5,12,28,USA-East City 1,USA-East,North America East,North America,49,4,Park #15,Ghana City 2 Main Road,Park,Ghana City 2,19,3.6363636363636362,11,3.5867768595041323,121
10150,1245,2023,1,Couples,52,4,3,6,14,36,USA-West City 3,USA-West,North America West,North America,41,6,Adventure #52,Kenya City 2 Main Road,Adventure,Kenya City 2,16,3.1666666666666665,6,3.8358208955223883,134
10151,842,2020,5,Business,126,4,3,5,13,31,Canada-East City 1,Canada-East,North America East,North America,49,3,Historical Site #126,Ghana City 2 Main Road,Historical Site,Ghana City 2,19,3.5384615384615383,13,3.652482269503546,141
10152,1652,2022,1,Couples,67,4,3,5,13,33,Canada-East City 3,Canada-East,North America East,North America,50,6,Adventure #67,Ghana City 3 Main Road,Adventure,Ghana City 3,19,3.625,8,3.669642857142857,112
10153,1338,2022,8,Solo,75,3,3,6,15,37,Canada-West City 1,Canada-West,North America West,North America,41,4,Park #75,Kenya City 2 Main Road,Park,Kenya City 2,16,3.7,10,3.5,120
10154,171,2019,4,Friends,22,5,3,6,14,36,USA-West City 3,USA-West,North America West,North America,5,8,Wildlife #22,Sri Lanka City 3 Main Road,Wildlife,Sri Lanka City 3,2,4.0,9,3.85,160
10155,1677,2020,3,Solo,17,2,2,3,7,17,France City 2,France,Western Europe,Europe,38,3,Historical Site #17,Canada-West City 2 Main Road,Historical Site,Canada-West City 2,15,3.5714285714285716,14,3.6315789473684212,152
10156,993,2020,2,Business,147,3,2,3,8,18,Germany City 1,Germany,Western Europe,Europe,2,7,Shopping #147,India City 2 Main Road,Shopping,India City 2,1,3.5833333333333335,12,3.204379562043796,137
10157,1132,2022,6,Couples,143,3,3,6,14,34,USA-West City 1,USA-West,North America West,North America,49,6,Adventure #143,Ghana City 2 Main Road,Adventure,Ghana City 2,19,3.6,10,3.6492537313432836,134
10158,1932,2021,3,Couples,15,3,2,3,8,18,Germany City 1,Germany,Western Europe,Europe,49,4,Park #15,Ghana City 2 Main Road,Park,Ghana City 2,19,3.2,5,3.5867768595041323,121
10159,1281,2021,7,Friends,83,4,2,3,8,19,Germany City 2,Germany,Western Europe,Europe,47,2,Museum #83,Nigeria City 2 Main Road,Museum,Nigeria City 2,18,3.8181818181818183,11,3.5405405405405403,111
10160,45,2020,12,Solo,103,3,2,3,8,19,Germany City 2,Germany,Western Europe,Europe,34,4,Park #103,USA-West City 1 Main Road,Park,USA-West City 1,14,3.4444444444444446,9,3.6,140
10161,355,2024,9,Family,133,3,1,1,2,5,Sri Lanka City 3,Sri Lanka,South Asia,Asia,40,2,Museum #133,Kenya City 1 Main Road,Museum,Kenya City 1,16,3.5,10,3.421875,128
10162,853,2023,2,Family,84,3,2,3,8,20,Germany City 3,Germany,Western Europe,Europe,47,6,Adventure #84,Nigeria City 2 Main Road,Adventure,Nigeria City 2,18,3.7142857142857144,7,3.868217054263566,129
10163,75,2023,2,Business,131,4,1,2,5,12,Vietnam City 2,Vietnam,Southeast Asia,Asia,18,8,Wildlife #131,Germany City 1 Main Road,Wildlife,Germany City 1,8,3.7333333333333334,15,3.9194630872483223,149
10164,335,2020,11,Family,19,4,3,6,15,38,Canada-West City 2,Canada-West,North America West,North America,45,6,Adventure #19,Tanzania City 3 Main Road,Adventure,Tanzania City 3,17,3.625,8,3.813008130081301,123
10165,1584,2023,11,Solo,3,4,2,3,8,18,Germany City 1,Germany,Western Europe,Europe,38,4,Park #3,Canada-West City 2 Main Road,Park,Canada-West City 2,15,3.4,10,3.5846153846153848,130
10166,286,2020,5,Family,70,4,5,10,23,58,Samoa City 1,Samoa,Pacific Islands,Oceania,50,1,Beach #70,Ghana City 3 Main Road,Beach,Ghana City 3,19,3.7777777777777777,9,3.9285714285714284,112
10168,1010,2020,5,Family,114,4,2,4,11,26,Romania City 2,Romania,Eastern Europe,Europe,36,2,Museum #114,USA-West City 3 Main Road,Museum,USA-West City 3,14,3.7777777777777777,9,3.5538461538461537,130
10169,183,2020,7,Family,51,3,2,4,11,27,Romania City 3,Romania,Eastern Europe,Europe,8,2,Museum #51,Nepal City 3 Main Road,Museum,Nepal City 3,3,3.6,5,3.382608695652174,115
10170,512,2022,3,Couples,62,3,5,9,20,51,Australia City 1,Australia,Australasia,Oceania,38,4,Park #62,Canada-West City 2 Main Road,Park,Canada-West City 2,15,3.4545454545454546,11,3.613138686131387,137
10171,1876,2020,12,Friends,81,3,3,6,14,34,USA-West City 1,USA-West,North America West,North America,1,3,Historical Site #81,India City 1 Main Road,Historical Site,India City 1,1,3.75,12,3.6140350877192984,114
10172,1263,2023,5,Family,145,4,2,3,8,19,Germany City 2,Germany,Western Europe,Europe,10,6,Adventure #145,Thailand City 2 Main Road,Adventure,Thailand City 2,4,3.6666666666666665,6,3.8943661971830985,142
10173,1928,2022,3,Couples,11,5,3,5,12,30,USA-East City 3,USA-East,North America East,North America,33,6,Adventure #11,Canada-East City 3 Main Road,Adventure,Canada-East City 3,13,4.0,7,3.768595041322314,121
10174,709,2024,4,Family,83,4,1,2,5,11,Vietnam City 1,Vietnam,Southeast Asia,Asia,47,2,Museum #83,Nigeria City 2 Main Road,Museum,Nigeria City 2,18,3.75,8,3.5405405405405403,111
10175,1233,2020,11,Business,59,2,1,2,4,10,Thailand City 2,Thailand,Southeast Asia,Asia,26,7,Shopping #59,Romania City 2 Main Road,Shopping,Romania City 2,11,3.3846153846153846,13,3.2222222222222223,117
10176,478,2024,4,Business,6,3,1,1,1,1,India City 1,India,South Asia,Asia,33,8,Wildlife #6,Canada-East City 3 Main Road,Wildlife,Canada-East City 3,13,3.6,10,3.8507462686567164,134
10177,758,2019,10,Business,123,3,5,9,21,55,New Zealand City 3,New Zealand,Australasia,Oceania,51,5,Religious Site #123,Australia City 1 Main Road,Religious Site,Australia City 1,20,3.7,10,3.3576642335766422,137
10178,350,2022,10,Friends,138,3,3,6,15,38,Canada-West City 2,Canada-West,North America West,North America,59,6,Adventure #138,Samoa City 2 Main Road,Adventure,Samoa City 2,23,3.857142857142857,14,3.7851239669421486,121
10179,1667,2021,12,Couples,26,3,5,9,21,55,New Zealand City 3,New Zealand,Australasia,Oceania,40,3,Historical Site #26,Kenya City 1 Main Road,Historical Site,Kenya City 1,16,3.9166666666666665,12,3.731707317073171,123
10180,369,2023,2,Solo,114,3,4,8,18,47,Nigeria City 2,Nigeria,West Africa,Africa,36,2,Museum #114,USA-West City 3 Main Road,Museum,USA-West City 3,14,3.5,14,3.5538461538461537,130
10181,410,2019,5,Couples,106,5,5,9,21,55,New Zealand City 3,New Zealand,Australasia,Oceania,34,1,Beach #106,USA-West City 1 Main Road,Beach,USA-West City 1,14,3.7,10,4.041958041958042,143
10182,928,2020,11,Family,106,5,1,2,6,15,Indonesia City 3,Indonesia,Southeast Asia,Asia,34,1,Beach #106,USA-West City 1 Main Road,Beach,USA-West City 1,14,3.6315789473684212,19,4.041958041958042,143
10183,859,2020,2,Friends,70,4,5,9,21,55,New Zealand City 3,New Zealand,Australasia,Oceania,50,1,Beach #70,Ghana City 3 Main Road,Beach,Ghana City 3,19,3.625,16,3.9285714285714284,112
10184,628,2024,1,Couples,49,5,1,1,3,6,Nepal City 1,Nepal,South Asia,Asia,12,4,Park #49,Vietnam City 2 Main Road,Park,Vietnam City 2,5,3.875,8,3.5441176470588234,136
10185,715,2022,1,Solo,11,3,1,1,1,1,India City 1,India,South Asia,Asia,33,6,Adventure #11,Canada-East City 3 Main Road,Adventure,Canada-East City 3,13,3.5,8,3.768595041322314,121
10186,591,2019,1,Family,6,4,5,10,23,58,Samoa City 1,Samoa,Pacific Islands,Oceania,33,8,Wildlife #6,Canada-East City 3 Main Road,Wildlife,Canada-East City 3,13,3.6470588235294117,17,3.8507462686567164,134
10187,1826,2023,10,Business,27,3,4,8,19,50,Ghana City 3,Ghana,West Africa,Africa,46,8,Wildlife #27,Nigeria City 1 Main Road,Wildlife,Nigeria City 1,18,3.7777777777777777,9,3.88,125
10188,1161,2020,5,Solo,80,3,1,1,3,7,Nepal City 2,Nepal,South Asia,Asia,48,2,Museum #80,Ghana City 1 Main Road,Museum,Ghana City 1,19,3.727272727272727,11,3.5555555555555554,135
10189,1840,2020,2,Couples,22,5,2,4,10,24,Poland City 2,Poland,Eastern Europe,Europe,5,8,Wildlife #22,Sri Lanka City 3 Main Road,Wildlife,Sri Lanka City 3,2,3.625,8,3.85,160
10190,1974,2021,9,Couples,103,4,1,2,4,10,Thailand City 2,Thailand,Southeast Asia,Asia,34,4,Park #103,USA-West City 1 Main Road,Park,USA-West City 1,14,3.608695652173913,23,3.6,140
10191,1302,2023,4,Friends,93,4,3,5,13,33,Canada-East City 3,Canada-East,North America East,North America,34,5,Religious Site #93,USA-West City 1 Main Road,Religious Site,USA-West City 1,14,3.75,12,3.366412213740458,131
10192,1652,2024,2,Couples,52,5,3,5,13,33,Canada-East City 3,Canada-East,North America East,North America,41,6,Adventure #52,Kenya City 2 Main Road,Adventure,Kenya City 2,16,3.625,8,3.8358208955223883,134
10193,222,2019,12,Friends,14,4,4,8,19,50,Ghana City 3,Ghana,West Africa,Africa,51,2,Museum #14,Australia City 1 Main Road,Museum,Australia City 1,20,3.6923076923076925,13,3.475806451612903,124
10194,1899,2024,8,Business,78,2,1,2,4,10,Thailand City 2,Thailand,Southeast Asia,Asia,50,2,Museum #78,Ghana City 3 Main Road,Museum,Ghana City 3,19,3.5,8,3.46218487394958,119
10195,965,2024,6,Solo,124,4,1,2,6,14,Indonesia City 2,Indonesia,Southeast Asia,Asia,3,7,Shopping #124,Sri Lanka City 1 Main Road,Shopping,Sri Lanka City 1,2,3.7,10,3.1968503937007875,127
10196,1427,2020,12,Family,60,4,4,7,17,43,Tanzania City 1,Tanzania,East Africa,Africa,10,1,Beach #60,Thailand City 2 Main Road,Beach,Thailand City 2,4,3.6666666666666665,9,3.900900900900901,111
10197,491,2022,3,Couples,121,2,2,3,7,17,France City 2,France,Western Europe,Europe,25,3,Historical Site #121,Romania City 1 Main Road,Historical Site,Romania City 1,11,4.0,13,3.798507462686567,134
10198,192,2021,8,Solo,43,3,5,10,22,57,Fiji City 2,Fiji,Pacific Islands,Oceania,20,3,Historical Site #43,Germany City 3 Main Road,Historical Site,Germany City 3,8,3.5454545454545454,11,3.8151260504201683,119
10199,1770,2021,10,Friends,13,3,4,8,19,48,Ghana City 1,Ghana,West Africa,Africa,4,4,Park #13,Sri Lanka City 2 Main Road,Park,Sri Lanka City 2,2,3.4444444444444446,9,3.6147540983606556,122
10200,899,2022,1,Friends,98,3,3,5,13,33,Canada-East City 3,Canada-East,North America East,North America,26,3,Historical Site #98,Romania City 2 Main Road,Historical Site,Romania City 2,11,3.4166666666666665,12,3.7152777777777777,144
10201,277,2022,4,Family,134,4,3,6,15,38,Canada-West City 2,Canada-West,North America West,North America,8,3,Historical Site #134,Nepal City 3 Main Road,Historical Site,Nepal City 3,3,3.888888888888889,9,3.6953125,128
10202,1317,2021,2,Family,133,4,2,3,7,17,France City 2,France,Western Europe,Europe,40,2,Museum #133,Kenya City 1 Main Road,Museum,Kenya City 1,16,3.909090909090909,11,3.421875,128
10203,109,2021,7,Couples,144,5,4,7,17,44,Tanzania City 2,Tanzania,East Africa,Africa,19,6,Adventure #144,Germany City 2 Main Road,Adventure,Germany City 2,8,3.625,8,3.7794117647058822,136
10204,901,2021,9,Family,17,5,3,6,15,39,Canada-West City 3,Canada-West,North America West,North America,38,3,Historical Site #17,Canada-West City 2 Main Road,Historical Site,Canada-West City 2,15,3.857142857142857,7,3.6315789473684212,152
10205,1409,2021,2,Couples,7,5,5,9,21,54,New Zealand City 2,New Zealand,Australasia,Oceania,27,5,Religious Site #7,Romania City 3 Main Road,Religious Site,Romania City 3,11,4.0,10,3.330769230769231,130
10206,1441,2019,2,Family,86,3,3,6,14,36,USA-West City 3,USA-West,North America West,North America,28,2,Museum #86,USA-East City 1 Main Road,Museum,USA-East City 1,12,3.2,10,3.3863636363636362,132
10207,907,2021,6,Business,143,2,2,3,8,18,Germany City 1,Germany,Western Europe,Europe,49,6,Adventure #143,Ghana City 2 Main Road,Adventure,Ghana City 2,19,3.375,8,3.6492537313432836,134
10208,740,2023,5,Friends,150,2,1,2,4,9,Thailand City 1,Thailand,Southeast Asia,Asia,46,5,Religious Site #150,Nigeria City 1 Main Road,Religious Site,Nigeria City 1,18,3.4545454545454546,11,3.3674698795180724,166
10209,1677,2024,2,Couples,42,4,2,3,7,17,France City 2,France,Western Europe,Europe,25,6,Adventure #42,Romania City 1 Main Road,Adventure,Romania City 1,11,3.5714285714285716,14,3.769230769230769,130
10210,370,2023,9,Family,57,4,5,9,21,55,New Zealand City 3,New Zealand,Australasia,Oceania,40,2,Museum #57,Kenya City 1 Main Road,Museum,Kenya City 1,16,3.5,8,3.424778761061947,113
10211,150,2024,10,Family,100,4,2,4,11,26,Romania City 2,Romania,Eastern Europe,Europe,39,2,Museum #100,Canada-West City 3 Main Road,Museum,Canada-West City 3,15,4.090909090909091,11,3.5163934426229506,122
10212,314,2023,6,Business,138,4,1,2,6,14,Indonesia City 2,Indonesia,Southeast Asia,Asia,59,6,Adventure #138,Samoa City 2 Main Road,Adventure,Samoa City 2,23,3.8,10,3.7851239669421486,121
10213,1603,2022,5,Couples,27,3,1,1,3,8,Nepal City 3,Nepal,South Asia,Asia,46,8,Wildlife #27,Nigeria City 1 Main Road,Wildlife,Nigeria City 1,18,3.5,16,3.88,125
10214,940,2023,2,Couples,147,3,2,4,11,27,Romania City 3,Romania,Eastern Europe,Europe,2,7,Shopping #147,India City 2 Main Road,Shopping,India City 2,1,3.1666666666666665,12,3.204379562043796,137
10215,75,2024,4,Business,123,3,1,2,5,12,Vietnam City 2,Vietnam,Southeast Asia,Asia,51,5,Religious Site #123,Australia City 1 Main Road,Religious Site,Australia City 1,20,3.7333333333333334,15,3.3576642335766422,137
10216,338,2020,7,Friends,11,3,1,2,5,11,Vietnam City 1,Vietnam,Southeast Asia,Asia,33,6,Adventure #11,Canada-East City 3 Main Road,Adventure,Canada-East City 3,13,3.2857142857142856,7,3.768595041322314,121
10217,57,2019,12,Family,127,5,2,3,7,16,France City 1,France,Western Europe,Europe,4,1,Beach #127,Sri Lanka City 2 Main Road,Beach,Sri Lanka City 2,2,4.125,8,4.047244094488189,127
10218,1629,2020,3,Family,97,3,3,6,14,36,USA-West City 3,USA-West,North America West,North America,7,5,Religious Site #97,Nepal City 2 Main Road,Religious Site,Nepal City 2,3,3.8333333333333335,12,3.449367088607595,158
10219,923,2022,10,Business,147,3,5,10,23,59,Samoa City 2,Samoa,Pacific Islands,Oceania,2,7,Shopping #147,India City 2 Main Road,Shopping,India City 2,1,4.0,7,3.204379562043796,137
10220,137,2023,7,Family,32,3,1,1,3,7,Nepal City 2,Nepal,South Asia,Asia,30,4,Park #32,USA-East City 3 Main Road,Park,USA-East City 3,12,3.3636363636363638,11,3.553030303030303,132
10221,443,2021,7,Couples,149,5,4,8,18,47,Nigeria City 2,Nigeria,West Africa,Africa,6,1,Beach #149,Nepal City 1 Main Road,Beach,Nepal City 1,3,3.769230769230769,13,3.9859154929577465,142
10222,1233,2024,4,Business,8,3,1,2,4,10,Thailand City 2,Thailand,Southeast Asia,Asia,27,8,Wildlife #8,Romania City 3 Main Road,Wildlife,Romania City 3,11,3.3846153846153846,13,3.9022556390977443,133
10223,1188,2020,12,Family,12,4,2,3,8,20,Germany City 3,Germany,Western Europe,Europe,53,4,Park #12,New Zealand City 1 Main Road,Park,New Zealand City 1,21,3.6,10,3.6030534351145036,131
10224,1639,2021,1,Family,68,3,5,10,23,59,Samoa City 2,Samoa,Pacific Islands,Oceania,26,2,Museum #68,Romania City 2 Main Road,Museum,Romania City 2,11,3.625,8,3.507936507936508,126
10225,52,2024,3,Business,99,3,5,9,21,53,New Zealand City 1,New Zealand,Australasia,Oceania,40,1,Beach #99,Kenya City 1 Main Road,Beach,Kenya City 1,16,3.466666666666667,15,3.9424460431654675,139
10226,139,2020,4,Business,26,3,1,2,4,9,Thailand City 1,Thailand,Southeast Asia,Asia,40,3,Historical Site #26,Kenya City 1 Main Road,Historical Site,Kenya City 1,16,3.75,12,3.731707317073171,123
10227,71,2023,7,Friends,41,4,3,6,14,36,USA-West City 3,USA-West,North America West,North America,58,4,Park #41,Samoa City 1 Main Road,Park,Samoa City 1,23,3.6470588235294117,17,3.517730496453901,141
10228,789,2019,6,Couples,59,4,1,2,6,14,Indonesia City 2,Indonesia,Southeast Asia,Asia,26,7,Shopping #59,Romania City 2 Main Road,Shopping,Romania City 2,11,3.6923076923076925,13,3.2222222222222223,117
10229,1455,2024,12,Couples,19,5,1,2,4,10,Thailand City 2,Thailand,Southeast Asia,Asia,45,6,Adventure #19,Tanzania City 3 Main Road,Adventure,Tanzania City 3,17,3.4285714285714284,14,3.813008130081301,123
10230,1327,2020,3,Solo,27,4,4,8,19,50,Ghana City 3,Ghana,West Africa,Africa,46,8,Wildlife #27,Nigeria City 1 Main Road,Wildlife,Nigeria City 1,18,3.5714285714285716,7,3.88,125
10231,421,2022,7,Couples,23,5,2,3,7,16,France City 1,France,Western Europe,Europe,58,1,Beach #23,Samoa City 1 Main Road,Beach,Samoa City 1,23,3.6666666666666665,12,3.975,120
10232,1315,2023,6,Family,144,4,3,6,15,37,Canada-West City 1,Canada-West,North America West,North America,19,6,Adventure #144,Germany City 2 Main Road,Adventure,Germany City 2,8,3.727272727272727,11,3.7794117647058822,136
10233,1313,2021,4,Friends,141,4,3,5,13,32,Canada-East City 2,Canada-East,North America East,North America,24,3,Historical Site #141,Poland City 2 Main Road,Historical Site,Poland City 2,10,3.5454545454545454,11,3.7384615384615385,130
10234,383,2022,1,Couples,95,3,3,6,14,34,USA-West City 1,USA-West,North America West,North America,9,3,Historical Site #95,Thailand City 1 Main Road,Historical Site,Thailand City 1,4,3.6666666666666665,3,3.6511627906976742,129
10235,1500,2023,10,Family,103,3,2,3,8,18,Germany City 1,Germany,Western Europe,Europe,34,4,Park #103,USA-West City 1 Main Road,Park,USA-West City 1,14,3.7777777777777777,9,3.6,140
10236,845,2024,3,Family,21,4,2,4,10,24,Poland City 2,Poland,Eastern Europe,Europe,21,3,Historical Site #21,Spain City 1 Main Road,Historical Site,Spain City 1,9,3.466666666666667,15,3.6692913385826773,127
10237,119,2019,2,Couples,8,4,2,3,8,18,Germany City 1,Germany,Western Europe,Europe,27,8,Wildlife #8,Romania City 3 Main Road,Wildlife,Romania City 3,11,3.5,10,3.9022556390977443,133
10238,782,2021,7,Couples,57,4,2,3,8,19,Germany City 2,Germany,Western Europe,Europe,40,2,Museum #57,Kenya City 1 Main Road,Museum,Kenya City 1,16,3.6666666666666665,6,3.424778761061947,113
10239,1540,2024,2,Solo,148,4,5,9,20,51,Australia City 1,Australia,Australasia,Oceania,7,3,Historical Site #148,Nepal City 2 Main Road,Historical Site,Nepal City 2,3,3.5454545454545454,11,3.7338709677419355,124
10240,1393,2022,8,Couples,72,3,5,9,20,52,Australia City 2,Australia,Australasia,Oceania,53,6,Adventure #72,New Zealand City 1 Main Road,Adventure,New Zealand City 1,21,3.5555555555555554,9,3.795774647887324,142
10241,537,2019,9,Friends,122,2,4,8,19,48,Ghana City 1,Ghana,West Africa,Africa,59,5,Religious Site #122,Samoa City 2 Main Road,Religious Site,Samoa City 2,23,3.25,12,3.377952755905512,127
10242,1514,2019,3,Family,56,3,5,10,22,56,Fiji City 1,Fiji,Pacific Islands,Oceania,34,5,Religious Site #56,USA-West City 1 Main Road,Religious Site,USA-West City 1,14,3.3,20,3.3658536585365852,123
10243,780,2023,1,Family,47,5,5,9,21,55,New Zealand City 3,New Zealand,Australasia,Oceania,28,8,Wildlife #47,USA-East City 1 Main Road,Wildlife,USA-East City 1,12,3.8181818181818183,11,3.9393939393939394,132
10244,921,2021,2,Family,122,4,3,5,12,29,USA-East City 2,USA-East,North America East,North America,59,5,Religious Site #122,Samoa City 2 Main Road,Religious Site,Samoa City 2,23,3.5833333333333335,12,3.377952755905512,127
10245,174,2023,1,Family,71,4,1,1,3,8,Nepal City 3,Nepal,South Asia,Asia,23,6,Adventure #71,Poland City 1 Main Road,Adventure,Poland City 1,10,3.5454545454545454,11,3.75,116
10246,1995,2024,6,Family,110,4,2,4,11,26,Romania City 2,Romania,Eastern Europe,Europe,6,6,Adventure #110,Nepal City 1 Main Road,Adventure,Nepal City 1,3,3.5,10,3.780701754385965,114
10247,1678,2019,5,Family,109,4,5,9,20,52,Australia City 2,Australia,Australasia,Oceania,33,4,Park #109,Canada-East City 3 Main Road,Park,Canada-East City 3,13,3.8333333333333335,6,3.5434782608695654,138
