TransactionId,UserId,VisitYear,VisitMonth,VisitMode,AttractionId,Rating
11793,281,2019,12,Couples,139,4.0
11794,1890,2021,9,Couples,101,5.0
11795,1169,2023,7,Family,61,4.0
11796,614,2021,1,Solo,107,4.0
11797,814,2023,10,Friends,68,4.0
11798,883,2021,6,Couples,114,3.0
11799,342,2023,11,COUPLES,148,4.0
11800,1735,2021,10,Family,119,3.0
11801,25,2023,12,BUSINESS,22,4.0
11802,140,2024,2,Business,11,4.0
11803,547,2021,11,Couples,122,5.0
11804,288,2020,9,Business,128,4.0
11805,124,2024,4,Family,86,3.0
11806,767,2023,11,Business,37,4.0
11807,754,2024,7,Couples,133,3.0
11808,252,2021,8,Business,68,3.0
11809,1621,2021,12,FAMILY,44,4.0
11810,1766,2019,7,Couples,55,3.0
11811,1440,2023,8,Business,45,3.0
11812,1045,2024,11,Couples,43,4.0
11813,1895,2023,10,Business,49,3.0
11814,702,2020,8,Friends,102,3.0
11815,855,2021,11,Couples,3,4.0
11816,31,2021,11,Family,55,4.0
11817,1416,2019,8,Friends,26,2.0
11818,185,2019,2,Family,98,4.0
11819,1331,2021,9,Family,150,3.0
11820,1565,2022,4,Family,119,3.0
11821,435,2024,8,Family,38,4.0
11822,1225,2024,5,Couples,77,4.0
11823,608,2023,5,Business,3,3.0
11824,797,2024,12,Couples,62,4.0
11825,1060,2023,3,Family,42,3.0
11826,499,2022,2,Business,76,2.0
11827,1594,2024,8,SOLO,62,3.0
11828,790,2024,8,Business,103,3.0
11829,924,2020,12,Couples,83,5.0
11830,1630,2020,1,Family,141,4.0
11831,456,2024,11,Friends,11,4.0
11832,905,2019,11,Family,142,3.0
11833,1987,2022,3,Family,119,3.0
11834,800,2021,10,Couples,107,3.0
11835,232,2023,11,SOLO,124,3.0
11836,569,2024,2,Family,8,4.0
11837,1912,2020,1,Business,32,4.0
11838,1519,2020,8,Friends,1,4.0
11839,1619,2020,8,Business,120,3.0
11840,508,2023,11,Family,54,3.0
11841,1678,2021,12,Family,55,3.0
11842,787,2022,2,Friends,92,4.0
11843,1590,2021,12,Solo,64,4.0
11844,1762,2023,11,Couples,96,4.0
11845,417,2019,8,Family,141,3.0
11846,1877,2021,5,Family,50,4.0
11847,1266,2020,8,Couples,134,4.0
11848,1462,2022,7,Family,80,3.0
11849,1514,2022,5,Friends,57,3.0
11850,337,2023,1,Family,138,3.0
11851,1492,2024,9,Family,74,3.0
11852,426,2023,4,Family,20,3.0
11853,544,2019,3,Friends,43,3.0
11854,234,2023,5,Couples,127,
11855,363,2019,1,Couples,78,3.0
11856,1958,2021,5,Family,85,
11857,657,2022,11,Business,103,2.0
11858,775,2020,9,Friends,30,4.0
11859,960,2023,1,Couples,14,4.0
11860,1426,2023,4,Business,67,4.0
11861,1148,2022,8,Friends,138,4.0
11862,1073,2022,12,Couples,20,4.0
11863,1674,2024,6,Family,108,4.0
11864,992,2022,12,Family,147,4.0
11865,1539,2020,1,Friends,15,5.0
11866,1822,2022,11,Couples,20,3.0
11867,1353,2021,2,Family,131,4.0
11868,71,2019,9,Solo,17,2.0
11869,527,2024,2,Family,112,3.0
11870,1236,2023,12,Business,120,3.0
11871,958,2022,3,Couples,47,4.0
11872,570,2023,5,Family,44,4.0
11873,671,2022,8,Couples,79,5.0
11874,157,2021,1,Family,76,2.0
11875,470,2024,7,Family,130,5.0
11876,1566,2022,4,Friends,89,5.0
11877,21,2021,6,Family,146,4.0
11878,1674,2023,4,Family,36,
11879,679,2019,11,Couples,43,4.0
11880,1616,2020,6,Family,37,3.0
11881,513,2019,10,Friends,98,4.0
11882,1658,2019,1,Friends,6,5.0
11883,1144,2023,9,Couples,130,5.0
11884,1703,2021,5,Business,116,3.0
11885,125,2024,8,Family,149,5.0
11886,1595,2022,11,Family,144,4.0
11887,542,2020,9,Family,11,4.0
11888,718,2020,5,Business,113,3.0
11889,90,2021,3,Couples,76,3.0
11890,1909,2019,11,Couples,111,4.0
11891,1283,2022,4,Business,132,3.0
11892,1962,2021,1,Couples,88,4.0
11893,1137,2019,4,Friends,1,3.0
11894,317,2022,1,Friends,130,3.0
11895,675,2024,9,Couples,66,3.0
11896,880,2024,11,Couples,69,
11897,295,2021,6,Business,88,3.0
11898,1864,2019,8,Solo,137,4.0
11899,1916,2024,12,Business,79,3.0
11900,1127,2022,12,Solo,32,3.0
11901,1169,2023,1,Family,110,4.0
11902,1407,2019,1,Friends,95,5.0
11903,1359,2020,5,Couples,10,4.0
11904,126,2020,4,Family,80,3.0
11905,1063,2023,2,Business,118,3.0
11906,1555,2023,2,Family,133,
11907,1614,2023,10,Family,43,4.0
11908,1193,2021,3,Friends,79,3.0
11909,1793,2020,6,Family,124,3.0
11910,1173,2020,1,Solo,88,3.0
11911,766,2020,8,Family,63,3.0
11912,886,2019,9,Family,28,4.0
11913,1381,2023,8,Business,7,3.0
11914,1773,2023,4,Business,104,4.0
11915,460,2023,1,Couples,145,4.0
11916,587,2024,5,Business,91,3.0
11917,1304,2023,10,Business,118,3.0
11918,1528,2020,2,Couples,102,4.0
11919,799,2020,10,Couples,53,4.0
11920,1287,2019,11,Family,79,4.0
11921,14,2023,8,Family,41,4.0
11922,584,2024,11,Solo,34,2.0
11923,1912,2023,4,Couples,89,4.0
11924,1153,2021,8,Business,97,3.0
11925,1737,2020,9,Friends,149,4.0
11926,436,2021,9,Friends,36,4.0
11927,582,2020,9,Couples,44,4.0
11928,1950,2019,3,BUSINESS,25,4.0
11929,1996,2021,11,Friends,143,3.0
11930,1754,2020,9,Solo,118,2.0
11931,635,2023,2,Solo,50,4.0
11932,1603,2024,8,Couples,146,4.0
11933,918,2020,11,Business,106,3.0
11934,1688,2019,1,Couples,72,5.0
11935,1703,2024,11,Family,58,5.0
11936,870,2020,4,Business,86,3.0
11937,610,2020,4,Couples,13,3.0
11938,1950,2024,6,Solo,26,3.0
11939,902,2024,9,Business,141,4.0
11940,864,2022,2,Couples,31,5.0
11941,1332,2019,4,Family,25,5.0
11942,1874,2023,10,Solo,129,3.0
11943,261,2023,3,Solo,142,3.0
11944,1969,2021,5,Couples,123,4.0
11945,845,2022,8,Family,16,4.0
11946,52,2022,4,Solo,126,3.0
11947,619,2022,1,Family,41,3.0
11948,925,2022,7,Couples,2,4.0
11949,1354,2024,2,Family,139,4.0
11950,1133,2019,5,Family,41,5.0
11951,272,2019,8,Family,99,3.0
11952,977,2019,9,Family,12,4.0
11953,466,2019,12,Business,29,3.0
11954,540,2021,11,Friends,133,3.0
11955,1423,2019,1,Couples,89,3.0
11956,1607,2020,6,Couples,150,4.0
11957,313,2022,1,Family,28,4.0
11958,1205,2024,10,Family,134,5.0
11959,845,2023,1,Family,132,3.0
11960,674,2020,10,Friends,139,5.0
11961,1426,2019,1,Friends,8,4.0
11962,498,2023,2,Family,16,
11963,1531,2023,12,Family,80,3.0
11964,802,2024,3,Family,18,5.0
11965,190,2021,6,Couples,10,4.0
11966,1585,2019,7,Family,122,3.0
11967,1704,2024,9,Family,105,3.0
11968,1127,2020,12,Friends,127,4.0
11969,1448,2021,5,Friends,141,3.0
11970,296,2021,8,Couples,22,4.0
11971,679,2024,12,Solo,125,3.0
11972,700,2021,2,Solo,7,3.0
11973,1528,2022,6,Couples,56,4.0
11974,705,2022,4,Solo,45,5.0
11975,1457,2024,12,Family,36,4.0
11976,614,2024,8,Couples,108,5.0
11977,1202,2022,8,Friends,19,4.0
11978,420,2019,3,Business,122,2.0
11979,1117,2021,12,Family,132,5.0
11980,162,2022,1,Friends,100,3.0
11981,1470,2023,6,Couples,13,4.0
11982,59,2023,9,Couples,90,4.0
11983,1999,2021,11,Couples,95,4.0
11984,1678,2023,4,FAMILY,56,4.0
11985,1158,2020,5,Family,56,3.0
11986,1820,2022,1,Friends,71,5.0
11987,1618,2021,8,Friends,150,4.0
11988,286,2023,3,Family,1,4.0
11989,1489,2024,8,Family,77,5.0
11990,755,2023,2,Couples,48,3.0
11991,1712,2023,6,Family,83,3.0
11992,1728,2023,6,Business,1,4.0
11993,1910,2020,7,Family,138,4.0
11994,902,2020,4,Family,69,3.0
11995,387,2024,3,Family,146,4.0
11996,251,2022,10,Business,24,4.0
11997,331,2021,11,Family,88,
11998,1984,2022,4,Friends,102,4.0
11999,1173,2019,6,Friends,120,4.0
12000,704,2019,2,Family,2,4.0
12001,899,2019,2,Friends,96,4.0
12002,346,2022,5,Friends,23,3.0
12003,1142,2019,9,Friends,65,4.0
12004,852,2019,9,Friends,9,2.0
12005,1597,2023,9,Friends,9,3.0
12006,43,2023,2,Friends,115,3.0
12007,1864,2020,1,Business,108,3.0
12008,122,2023,4,Family,135,4.0
12009,835,2019,4,Friends,106,4.0
12010,682,2021,7,Business,90,3.0
12011,1436,2021,8,Couples,18,3.0
12012,1317,2021,3,Family,115,3.0
12013,394,2024,10,Family,35,4.0
12014,982,2019,9,Friends,16,4.0
12015,1070,2022,4,Family,110,4.0
12016,928,2020,8,Couples,89,5.0
12017,44,2021,4,Friends,23,4.0
12018,357,2020,1,Couples,83,4.0
12019,1008,2023,9,Friends,104,3.0
12020,521,2019,2,Family,75,4.0
12021,1091,2019,3,Business,108,4.0
12022,328,2020,4,Family,76,3.0
12023,1471,2024,11,Family,54,2.0
12024,377,2019,8,Friends,34,4.0
12025,1299,2020,10,Family,39,4.0
12026,1674,2021,11,Solo,122,3.0
12027,717,2019,11,Couples,56,3.0
12028,279,2022,8,Couples,108,3.0
12029,12,2021,5,Family,54,4.0
12030,722,2022,5,Family,79,4.0
12031,231,2019,2,Business,92,4.0
12032,1764,2020,8,Business,72,4.0
12033,1947,2020,8,Family,112,4.0
12034,1962,2023,12,Couples,139,5.0
12035,1845,2023,3,Friends,130,4.0
12036,1174,2019,10,Couples,139,3.0
12037,651,2021,4,Family,5,3.0
12038,894,2023,1,Family,114,3.0
12039,518,2019,5,Solo,109,3.0
12040,1681,2019,12,Business,62,4.0
12041,873,2022,6,Couples,48,4.0
12042,771,2022,3,Business,8,3.0
12043,1380,2023,4,Solo,126,3.0
12044,748,2021,9,Business,127,4.0
12045,714,2024,4,Friends,12,4.0
12046,455,2019,3,Family,88,4.0
12047,135,2019,3,Friends,83,3.0
12048,76,2022,1,Couples,26,5.0
12049,806,2024,9,Family,83,3.0
12050,1991,2019,4,Solo,122,3.0
12051,522,2023,4,Business,49,4.0
12052,1283,2024,4,Family,109,4.0
12053,650,2022,9,Solo,146,3.0
12054,606,2023,11,Business,69,3.0
12055,326,2020,9,Friends,17,3.0
12056,1127,2023,7,Couples,45,4.0
12057,1318,2021,9,Couples,21,
12058,701,2020,3,Couples,53,5.0
12059,1054,2020,11,Friends,97,4.0
12060,953,2024,8,Business,31,4.0
12061,542,2023,12,Family,78,4.0
12062,1384,2023,4,Family,150,3.0
12063,1108,2023,2,Business,40,3.0
12064,132,2020,9,Couples,132,3.0
12065,986,2020,4,Couples,46,4.0
12066,779,2022,3,Business,93,3.0
12067,1592,2020,10,Family,24,3.0
12068,614,2022,7,Family,41,4.0
12069,1912,2024,10,Solo,131,4.0
12070,1231,2023,3,Friends,89,4.0
12071,262,2021,1,Solo,86,3.0
12072,807,2024,5,Friends,77,4.0
12073,1768,2022,12,Solo,37,2.0
12074,510,2021,8,Couples,140,4.0
12075,1410,2024,11,Couples,60,4.0
12076,1567,2021,11,Couples,2,5.0
12077,1386,2020,11,Family,137,5.0
12078,181,2019,6,Friends,7,5.0
12079,749,2022,3,Family,134,3.0
12080,697,2022,11,Solo,40,3.0
12081,688,2023,7,Couples,11,3.0
12082,1758,2019,4,Family,34,4.0
12083,12,2020,6,Family,99,4.0
12084,1079,2019,10,Couples,82,4.0
12085,1965,2020,5,Friends,23,5.0
12086,1752,2024,10,Family,46,4.0
12087,1214,2024,3,Couples,32,3.0
12088,1996,2021,4,Family,98,4.0
12089,805,2019,2,Family,130,5.0
12090,1223,2024,11,Friends,39,4.0
12091,1088,2019,11,Family,135,4.0
12092,95,2019,3,Friends,62,4.0
12093,82,2021,7,Couples,13,5.0
12094,1794,2024,10,Couples,49,4.0
12095,348,2023,8,Business,132,3.0
12096,710,2021,8,Family,122,2.0
12097,1247,2021,4,Couples,110,4.0
12098,1152,2019,1,Family,60,4.0
12099,1029,2020,12,Solo,117,4.0
12100,1959,2023,11,Solo,107,4.0
12101,1575,2021,12,Couples,119,4.0
12102,1884,2024,1,Friends,84,3.0
12103,1318,2021,9,Solo,77,4.0
12104,1959,2024,4,FAMILY,146,4.0
12105,1203,2023,4,Couples,143,4.0
12106,1084,2022,5,Couples,81,3.0
12107,1631,2024,3,Couples,31,2.0
12108,1738,2024,8,Friends,62,3.0
12109,137,2020,8,Couples,76,2.0
12110,1822,2020,12,COUPLES,102,3.0
12111,1382,2023,10,Friends,48,4.0
12112,1796,2019,9,Friends,7,4.0
12113,1432,2023,12,Couples,124,2.0
12114,1854,2021,6,Family,143,3.0
12115,551,2023,1,Family,13,4.0
12116,376,2019,11,Couples,48,3.0
12117,392,2022,5,Family,66,4.0
12118,505,2022,6,Friends,115,4.0
12119,428,2019,5,Business,117,3.0
12120,884,2022,11,Business,52,4.0
12121,397,2022,5,SOLO,47,5.0
12122,317,2021,9,Solo,61,2.0
12123,1048,2022,9,Family,37,4.0
12124,1587,2020,7,Business,66,5.0
12125,272,2022,7,Business,40,4.0
12126,1023,2020,1,Couples,10,3.0
12127,1319,2020,11,Couples,108,4.0
12128,1412,2019,5,Family,119,3.0
12129,211,2019,3,Business,44,3.0
12130,1468,2019,3,Business,61,2.0
12131,54,2020,5,Friends,61,3.0
12132,474,2023,8,Couples,4,3.0
12133,639,2020,7,Couples,82,4.0
12134,1707,2021,11,Family,69,4.0
12135,384,2020,10,Business,142,3.0
12136,1565,2021,5,Family,56,4.0
12137,1978,2020,10,BUSINESS,120,3.0
12138,1920,2020,9,Couples,59,4.0
12139,606,2019,11,Family,28,3.0
12140,192,2022,1,Family,53,3.0
12141,445,2020,7,Couples,133,4.0
12142,1538,2022,8,FRIENDS,39,3.0
12143,394,2024,3,Solo,127,4.0
12144,1292,2021,8,Family,100,3.0
12145,748,2022,9,Couples,112,3.0
12146,1534,2023,2,Business,113,3.0
12147,1212,2021,12,Solo,78,4.0
12148,1172,2019,12,BUSINESS,91,5.0
12149,1564,2023,4,Couples,11,5.0
12150,1910,2022,3,Couples,105,3.0
12151,730,2021,3,Couples,107,5.0
12152,1058,2021,1,Business,16,3.0
12153,1252,2019,1,Couples,78,3.0
12154,1647,2022,4,Friends,77,5.0
12155,965,2022,8,Couples,47,4.0
12156,750,2022,9,Friends,10,4.0
12157,1693,2020,7,Family,2,3.0
12158,1907,2019,8,Business,32,3.0
12159,1139,2022,2,Friends,35,3.0
12160,207,2022,12,Family,32,4.0
12161,580,2020,3,Family,91,4.0
12162,926,2019,5,Couples,64,5.0
12163,1408,2021,8,Family,17,3.0
12164,1340,2019,2,Friends,13,
12165,1641,2020,6,Solo,99,4.0
12166,60,2022,12,Family,141,4.0
12167,931,2020,3,Family,123,3.0
12168,1403,2021,8,Friends,114,4.0
12169,1975,2023,8,Business,48,4.0
12170,285,2020,1,Family,106,5.0
12171,1759,2020,1,Friends,13,3.0
12172,16,2020,2,Couples,26,4.0
12173,394,2021,1,Business,21,3.0
12174,1694,2022,7,Business,28,4.0
12175,1574,2019,4,Couples,54,4.0
12176,1946,2021,8,Friends,7,3.0
12177,1202,2023,4,Friends,123,3.0
12178,1232,2024,5,Friends,108,4.0
12179,1070,2022,2,Solo,96,4.0
12180,1024,2022,10,Couples,27,5.0
12181,1028,2023,2,Friends,131,3.0
12182,586,2023,11,Couples,1,5.0
12183,1707,2022,3,Friends,150,4.0
12184,714,2022,12,Family,110,5.0
12185,1222,2024,9,Solo,31,4.0
12186,1339,2023,10,Friends,30,3.0
12187,1076,2020,10,Business,105,3.0
12188,1223,2021,6,Family,122,2.0
12189,98,2023,3,Business,70,3.0
12190,632,2022,9,Family,10,3.0
12191,897,2021,8,Couples,75,3.0
12192,789,2022,10,FAMILY,72,3.0
12193,1817,2021,3,Friends,49,3.0
12194,1795,2023,10,Couples,136,
12195,1424,2023,11,Couples,52,4.0
12196,705,2024,9,Couples,37,4.0
12197,102,2024,4,Couples,102,3.0
12198,1511,2023,3,Couples,93,3.0
12199,1768,2023,2,Family,94,4.0
12200,980,2023,10,Friends,76,2.0
12201,1654,2020,6,Family,48,4.0
12202,1862,2024,4,Couples,39,4.0
12203,1094,2022,2,Family,18,4.0
12204,420,2024,6,Solo,28,3.0
12205,45,2020,3,Couples,87,4.0
12206,1514,2020,11,Family,61,4.0
12207,1125,2022,5,Family,111,3.0
12208,308,2022,6,Couples,121,4.0
12209,110,2021,8,Couples,84,3.0
12210,1939,2020,9,Family,16,3.0
12211,641,2020,2,Couples,1,4.0
12212,655,2023,1,Family,35,4.0
12213,1258,2019,4,Couples,43,4.0
12214,729,2019,9,Couples,12,3.0
12215,1826,2024,11,Family,117,5.0
12216,1362,2024,12,Couples,56,4.0
12217,716,2019,4,Couples,112,4.0
12218,534,2019,10,Family,32,3.0
12219,1721,2020,3,Family,2,4.0
12220,1184,2022,3,Friends,21,4.0
12221,1837,2020,7,Friends,71,3.0
12222,691,2024,2,Family,72,4.0
12223,43,2021,1,Business,66,3.0
12224,1799,2022,12,Couples,144,3.0
12225,479,2020,10,Business,98,3.0
12226,1691,2020,9,Couples,110,4.0
12227,1420,2023,3,Business,19,3.0
12228,464,2022,1,Friends,70,4.0
12229,1514,2020,2,Family,94,3.0
12230,164,2021,6,Business,88,2.0
12231,785,2020,10,Family,143,4.0
12232,714,2021,8,Friends,72,4.0
12233,1314,2020,11,Business,56,3.0
12234,1070,2024,11,BUSINESS,142,3.0
12235,1225,2020,9,Family,51,4.0
12236,953,2021,2,Business,86,3.0
12237,1480,2022,3,Business,5,4.0
12238,321,2019,5,Family,25,4.0
12239,1438,2020,7,Family,9,3.0
12240,101,2024,10,Friends,63,4.0
12241,172,2023,12,Business,140,4.0
12242,1448,2020,12,Friends,11,2.0
12243,317,2021,6,Business,147,1.0
12244,1541,2024,12,Couples,131,5.0
12245,266,2020,12,Business,1,3.0
12246,294,2020,2,Couples,3,4.0
12247,1865,2020,9,Friends,136,2.0
12248,355,2022,6,Business,88,3.0
12249,1828,2022,11,Couples,27,3.0
12250,697,2022,11,Family,144,4.0
12251,1595,2021,3,Business,85,3.0
12252,1879,2020,8,Family,96,3.0
12253,234,2022,12,Friends,102,4.0
12254,661,2023,9,Business,31,4.0
12255,1149,2023,11,Business,54,3.0
12256,1732,2023,9,Family,20,4.0
12257,375,2019,10,Friends,80,2.0
12258,374,2021,11,Solo,149,4.0
12259,737,2021,12,Friends,95,4.0
12260,410,2024,3,Family,104,4.0
12261,535,2021,10,Family,30,5.0
12262,260,2020,5,Friends,82,4.0
12263,1658,2020,7,Friends,150,3.0
12264,1594,2020,8,Couples,14,4.0
12265,289,2021,8,Friends,31,3.0
12266,1074,2020,3,Friends,108,3.0
12267,1293,2022,10,Solo,2,3.0
12268,1256,2020,9,Friends,31,5.0
12269,1968,2022,9,FRIENDS,142,3.0
12270,1283,2022,8,Solo,3,4.0
12271,1375,2023,8,Couples,65,4.0
12272,66,2024,4,Family,50,5.0
12273,159,2019,8,Friends,60,4.0
12274,1238,2019,4,Family,39,4.0
12275,1816,2021,11,Solo,42,4.0
12276,799,2022,1,Business,115,3.0
12277,1287,2023,1,Couples,4,4.0
12278,421,2020,9,Couples,20,3.0
12279,913,2021,9,Business,40,3.0
12280,1503,2022,7,Family,124,3.0
12281,1320,2022,7,Family,59,2.0
12282,229,2022,1,Couples,6,3.0
12283,1759,2022,11,Friends,79,5.0
12284,1855,2019,11,Family,95,4.0
12285,955,2021,3,Business,69,3.0
12286,682,2022,1,Family,14,3.0
12287,1063,2019,7,Friends,132,4.0
12288,1603,2024,4,Business,129,3.0
12289,905,2022,2,Friends,137,5.0
12290,61,2023,2,Family,145,5.0
12291,146,2022,8,Friends,48,4.0
12292,1624,2024,5,Couples,64,4.0
12293,1575,2019,10,Friends,144,3.0
12294,1545,2024,4,Couples,68,4.0
12295,253,2020,8,Friends,130,4.0
12296,342,2024,4,Couples,98,4.0
12297,790,2019,7,Couples,140,5.0
12298,462,2020,9,Family,2,4.0
12299,774,2022,5,Couples,106,4.0
12300,1117,2022,11,Couples,121,5.0
12301,561,2019,8,Business,30,3.0
12302,247,2021,3,Friends,111,3.0
12303,806,2024,11,Family,30,4.0
12304,1446,2020,6,Couples,136,4.0
12305,1237,2024,9,COUPLES,137,4.0
12306,643,2023,5,Family,1,3.0
12307,623,2024,1,FAMILY,77,5.0
12308,1168,2024,7,Business,58,4.0
12309,346,2020,7,Business,134,3.0
12310,1668,2024,9,Family,49,4.0
12311,1739,2021,9,Couples,109,4.0
12312,51,2020,9,Solo,18,2.0
12313,1942,2024,7,Couples,32,4.0
12314,47,2021,1,Couples,148,3.0
12315,918,2023,8,Business,58,3.0
12316,1335,2022,12,Family,115,5.0
12317,655,2020,11,Couples,146,3.0
12318,408,2024,1,Couples,145,5.0
12319,95,2024,11,Business,3,4.0
12320,1455,2022,2,Business,35,3.0
12321,74,2022,1,COUPLES,108,4.0
12322,969,2019,1,Couples,140,4.0
12323,786,2023,7,Family,147,3.0
12324,1936,2024,3,Business,109,3.0
12325,1861,2024,8,Couples,16,3.0
12326,1636,2022,6,Solo,112,4.0
12327,1462,2024,11,FAMILY,41,4.0
12328,1086,2023,3,SOLO,122,2.0
12329,699,2022,4,Business,83,4.0
12330,334,2023,7,Family,28,4.0
12331,1937,2019,2,Couples,127,5.0
12332,770,2023,6,Solo,149,
12333,858,2022,8,Solo,76,4.0
12334,283,2021,8,Family,122,5.0
12335,554,2022,6,Couples,9,4.0
12336,1270,2024,2,Family,41,
12337,853,2022,4,Friends,20,4.0
12338,1172,2021,1,Family,43,3.0
12339,424,2021,12,Friends,57,3.0
12340,165,2022,7,Family,65,3.0
12341,1772,2022,4,Business,49,3.0
12342,865,2020,4,Friends,82,4.0
12343,723,2022,1,Couples,33,4.0
12344,573,2020,6,Friends,53,
12345,1316,2024,1,Couples,127,5.0
12346,1127,2022,9,Family,85,4.0
12347,779,2024,3,Couples,5,4.0
12348,1862,2021,2,Business,50,4.0
12349,1804,2021,2,Friends,125,3.0
12350,398,2020,1,Friends,28,4.0
12351,1285,2022,5,Solo,139,3.0
12352,1937,2022,1,Family,45,3.0
12353,977,2022,1,Couples,95,4.0
12354,61,2024,3,Couples,72,5.0
12355,265,2022,7,Couples,94,3.0
12356,1336,2023,3,Couples,120,3.0
12357,1804,2019,5,Family,23,4.0
12358,257,2021,6,Couples,53,4.0
12359,1094,2023,8,Solo,86,3.0
12360,994,2021,1,Business,40,3.0
12361,571,2023,12,Friends,57,3.0
12362,1264,2022,2,Family,133,4.0
12363,1756,2021,12,Family,35,4.0
12364,479,2022,4,Family,29,3.0
12365,109,2024,6,Solo,88,3.0
12366,719,2023,1,Family,15,3.0
12367,629,2024,5,COUPLES,1,3.0
12368,1455,2019,11,Couples,131,4.0
12369,1074,2023,9,Friends,42,4.0
12370,36,2024,8,Family,19,4.0
12371,680,2024,5,Friends,99,3.0
12372,1471,2022,12,Couples,73,4.0
12373,954,2021,10,Friends,69,3.0
12374,1126,2022,4,Family,66,4.0
12375,529,2024,8,Family,22,4.0
12376,639,2024,5,Solo,129,3.0
12377,261,2024,3,Family,1,4.0
12378,164,2024,8,Couples,73,4.0
12379,74,2022,5,Family,41,3.0
12380,1249,2020,2,Business,97,3.0
12381,316,2019,11,Couples,83,2.0
12382,1148,2024,8,Family,58,4.0
12383,1906,2019,7,Business,81,3.0
12384,1395,2019,12,Family,35,5.0
12385,1151,2021,9,Family,20,2.0
12386,234,2023,12,Couples,136,4.0
12387,978,2023,9,Couples,93,2.0
12388,1783,2020,3,FAMILY,99,4.0
12389,769,2022,6,Solo,150,3.0
12390,1653,2024,7,Couples,136,
12391,1417,2023,4,Couples,88,4.0
12392,534,2024,4,Solo,119,4.0
12393,283,2023,8,Friends,80,4.0
12394,34,2019,5,Solo,36,4.0
12395,553,2020,2,Business,94,3.0
12396,666,2020,7,SOLO,137,3.0
12397,1312,2019,8,Friends,132,4.0
12398,1146,2024,10,Couples,76,4.0
12399,959,2023,2,Family,142,3.0
12400,1446,2024,6,Couples,30,3.0
12401,1541,2020,11,Family,7,3.0
12402,1427,2024,4,Family,61,3.0
12403,1795,2024,9,Business,31,4.0
12404,720,2019,5,Solo,144,4.0
12405,1647,2024,3,Solo,18,4.0
12406,842,2019,9,Friends,81,4.0
12407,369,2021,10,Business,116,4.0
12408,292,2020,11,Family,17,4.0
12409,183,2022,9,Friends,7,4.0
12410,1912,2019,4,Business,84,3.0
12411,339,2024,9,Family,136,4.0
12412,1671,2021,1,Couples,3,3.0
12413,1568,2024,5,Family,4,3.0
12414,879,2021,3,Family,139,3.0
12415,1828,2022,7,Friends,91,4.0
12416,1817,2023,9,Family,106,4.0
12417,1851,2024,8,Friends,42,3.0
12418,994,2021,3,Couples,47,4.0
12419,597,2022,5,Family,71,4.0
12420,88,2020,2,Friends,33,3.0
12421,1681,2019,7,Friends,67,4.0
12422,1746,2024,9,Friends,144,4.0
12423,1073,2022,3,Family,113,
12424,142,2021,7,Family,131,5.0
12425,1646,2023,11,Solo,75,3.0
12426,597,2023,2,Couples,119,3.0
12427,1097,2024,12,Friends,64,4.0
12428,1319,2021,4,Family,93,3.0
12429,292,2019,4,Friends,110,4.0
12430,126,2021,9,Family,124,4.0
12431,159,2021,5,FAMILY,139,4.0
12432,1919,2020,5,BUSINESS,16,4.0
12433,1915,2022,3,Solo,120,3.0
12434,854,2021,2,Couples,107,4.0
12435,852,2024,11,Family,111,
12436,814,2019,2,Couples,3,2.0
12437,702,2023,2,Family,74,2.0
12438,1088,2022,10,COUPLES,145,5.0
12439,713,2020,10,Family,136,4.0
12440,1233,2021,3,Friends,35,3.0
12441,758,2024,10,Family,73,5.0
12442,1260,2021,9,Business,130,2.0
12443,1890,2022,4,Friends,140,3.0
12444,412,2022,1,Family,50,
12445,126,2024,10,Couples,121,5.0
12446,1054,2022,9,Couples,126,5.0
12447,239,2024,6,Friends,23,4.0
12448,463,2024,4,Solo,5,3.0
12449,1580,2019,5,Friends,8,5.0
12450,836,2024,4,Friends,22,5.0
12451,1099,2024,11,Family,112,4.0
12452,1553,2019,3,Family,59,3.0
12453,258,2021,6,Friends,103,4.0
12454,958,2020,8,Couples,14,3.0
12455,69,2024,1,Friends,91,5.0
12456,999,2021,7,Family,112,4.0
12457,449,2020,8,Couples,147,3.0
12458,1823,2019,7,Couples,48,4.0
12459,522,2023,8,Couples,82,4.0
12460,401,2019,6,Business,73,4.0
12461,29,2020,8,Family,53,4.0
12462,267,2022,12,Couples,96,3.0
12463,433,2019,5,Business,85,4.0
12464,457,2020,5,Couples,125,5.0
12465,1477,2024,9,Family,5,5.0
12466,1776,2021,2,Friends,34,3.0
12467,1711,2020,4,Family,87,2.0
12468,1913,2024,2,Family,87,3.0
12469,1797,2019,6,Family,136,4.0
12470,911,2020,2,Family,102,4.0
12471,780,2024,3,Solo,1,4.0
12472,1299,2023,6,Family,74,4.0
12473,639,2021,8,Family,127,5.0
12474,1208,2024,6,Friends,131,4.0
12475,2000,2022,10,Family,121,3.0
12476,397,2023,10,Family,72,3.0
12477,1539,2024,2,Friends,16,4.0
12478,1871,2022,9,Couples,32,4.0
12479,1075,2021,1,Family,128,4.0
12480,713,2022,3,Friends,52,2.0
12481,510,2019,10,Family,115,4.0
12482,336,2021,7,Couples,6,3.0
12483,643,2023,4,Family,74,4.0
12484,1494,2021,2,Friends,143,3.0
12485,1031,2023,4,Family,37,4.0
12486,443,2021,10,Solo,5,3.0
12487,1085,2020,7,Business,44,3.0
12488,1619,2019,2,Family,10,4.0
